Date,Latitude,Longitude,Pollen_Type,Pollen_Count,Temperature,Humidity,Wind_Speed,AQI
22-06-2023 07:00,12.75896357,77.60135812,Grass,988,33.05632636,63.67461709,6.032542706,291
17-02-2023 10:00,12.53062056,77.84692722,Tree,304,23.12727249,34.09264072,5.42732641,222
29-12-2023 11:00,12.76384172,77.11209589,Grass,133,21.1876443,58.37347189,3.59275392,130
05-03-2023 11:00,12.23506436,77.57500086,Tree,658,31.27015276,60.194348,3.075980528,151
08-01-2023 00:00,12.32364266,77.03428013,Grass,296,21.58452257,61.26251125,9.97188689,121
12-06-2023 05:00,12.79258733,77.01602307,Tree,858,24.58489735,85.62610315,3.185684066,161
08-06-2023 01:00,12.44734845,77.70839509,Grass,113,25.46609843,42.7277129,7.114726107,280
24-07-2023 03:00,12.06198883,77.33529132,Weed,446,25.53420538,44.90574023,1.984457117,85
12-01-2023 01:00,12.97920282,77.4504523,Tree,556,27.56541857,86.91459955,9.25453083,68
13-09-2023 17:00,12.70946319,77.21744871,Grass,898,20.98386547,30.85357098,1.665557683,219
11-05-2023 02:00,12.95635957,77.07034819,Tree,34,23.09425003,49.90824972,7.228379773,260
04-04-2023 02:00,12.34281682,77.47753268,Weed,350,21.60607558,60.9153261,3.739385652,164
21-06-2023 11:00,12.11550561,77.86499456,Tree,269,25.1380463,58.20033572,4.793037807,278
18-03-2023 03:00,12.18163431,77.60736218,Weed,619,20.27123672,43.94853761,2.204715573,165
08-05-2023 05:00,12.1366221,77.15221032,Weed,526,27.6392984,80.55909307,9.056547739,194
20-09-2023 19:00,12.07561533,77.7919714,Tree,747,35.70624242,77.25454564,1.219215646,259
29-03-2023 10:00,12.47994583,77.77714303,Weed,747,30.53384052,70.92989433,1.988010352,115
15-08-2023 13:00,12.33140254,77.73435257,Grass,470,27.36038397,74.06912381,0.623105472,129
30-12-2023 16:00,12.69049968,77.95010662,Grass,247,26.22912394,83.42185061,2.374646524,221
15-04-2023 02:00,12.74731412,77.04869292,Weed,97,37.45295397,78.27573506,0.774479063,268
15-12-2023 22:00,12.52543655,77.59219708,Grass,275,26.91544443,85.62862544,5.199190664,268
07-05-2023 04:00,12.96551373,77.71541665,Weed,577,32.14778673,83.90601054,8.452496973,131
02-12-2023 21:00,12.96944941,77.85282188,Tree,363,30.92067774,50.68135283,1.66840013,63
15-03-2023 22:00,12.32252554,77.78886024,Weed,276,29.16655487,69.98981508,4.966092541,56
03-08-2023 06:00,12.09423714,77.166684,Weed,756,30.5476371,62.87400239,7.216608995,135
23-03-2023 12:00,12.79025124,77.76443551,Grass,122,36.21565821,64.33597167,0.66703767,124
17-07-2023 21:00,12.48964871,77.5149955,Grass,739,38.65277705,60.15892142,0.756189157,253
25-11-2023 08:00,12.33624788,77.54577055,Weed,983,28.29089075,32.71760232,6.582851298,56
27-02-2023 13:00,12.77857996,77.64360283,Tree,528,27.56578305,47.57605892,7.386354633,236
28-03-2023 20:00,12.417571,77.25103503,Grass,958,35.43103427,38.14143638,3.295530829,133
09-11-2023 04:00,12.05721232,77.87240252,Grass,153,29.35478717,75.79139477,8.465591971,159
18-03-2023 15:00,12.5104821,77.00392594,Tree,771,32.06907621,87.24145709,9.78858446,261
25-09-2023 12:00,12.72564299,77.28356558,Grass,649,32.52703784,84.30358046,9.858417408,121
14-11-2023 00:00,12.74867409,77.24509745,Tree,16,21.15157172,44.4989751,3.966758024,287
29-11-2023 14:00,12.5205083,77.81029318,Tree,553,20.60601569,82.42269382,5.861504944,206
06-09-2023 01:00,12.23521292,77.12571543,Weed,729,21.40643655,55.07606882,7.78898041,215
15-01-2023 04:00,12.12996316,77.99585849,Weed,853,25.74336164,57.11857313,9.926437369,183
13-03-2023 16:00,12.4581313,77.42985024,Tree,729,34.5940047,80.72227508,9.938605946,141
10-03-2023 07:00,12.96517828,77.15979589,Tree,139,36.91638864,30.79811155,7.370421426,113
26-05-2023 09:00,12.35601265,77.317344,Grass,766,34.58976787,70.77928826,3.041781211,142
11-03-2023 01:00,12.27675812,77.00767555,Tree,211,34.64629165,38.92334455,3.221245083,237
17-11-2023 16:00,12.10007719,77.18104952,Weed,968,23.61788044,55.02915546,6.335731946,164
28-12-2023 02:00,12.11936897,77.1365033,Tree,501,37.47153607,38.97578365,4.642219833,134
05-06-2023 08:00,12.86837339,77.24582117,Weed,281,28.38815886,84.90426298,1.26926581,172
11-01-2023 06:00,12.45002859,77.11838135,Tree,53,25.52758689,33.9944142,1.911767005,65
25-12-2023 19:00,12.77798944,77.21466173,Weed,305,27.83277538,76.67749469,0.241792439,141
14-12-2023 06:00,12.2808503,77.47969183,Tree,531,32.5789415,51.46825999,2.530704657,206
20-11-2023 19:00,12.61288895,77.69925443,Weed,563,34.20132861,47.79584491,5.504826257,153
16-07-2023 09:00,12.37737535,77.95616722,Tree,802,21.10720391,59.35961155,4.966182001,212
28-09-2023 18:00,12.12847457,77.69480547,Weed,118,39.7655862,36.36270578,7.955895206,175
24-01-2023 18:00,12.47552658,77.2086454,Grass,469,32.51797677,49.69346462,2.529874542,210
08-07-2023 10:00,12.61963659,77.93816963,Weed,526,21.90020365,36.94305031,6.729530216,267
10-09-2023 19:00,12.32321389,77.9882038,Tree,206,25.96012995,41.64705454,0.319161189,173
13-07-2023 15:00,12.86664132,77.138303,Weed,113,32.97907419,72.00558738,5.149044194,189
27-09-2023 01:00,12.85623771,77.4815145,Weed,24,36.4788292,68.39706086,1.897606717,236
09-08-2023 00:00,12.80413458,77.62386768,Tree,986,20.10832438,54.33408976,9.027052583,205
01-04-2023 20:00,12.38307306,77.53742095,Tree,278,28.35935076,62.37819659,1.945030933,254
27-03-2023 14:00,12.03549135,77.19627412,Grass,518,33.43145581,69.05301341,5.56203208,241
19-10-2023 23:00,12.26519224,77.53941356,Tree,505,35.48060962,77.90733607,1.719075487,285
10-01-2023 12:00,12.61577673,77.86655383,Grass,570,38.75152774,48.98214948,9.145640434,218
11-07-2023 03:00,12.91283298,77.55847543,Weed,973,25.16003067,51.31334276,7.171295337,212
09-02-2023 00:00,12.04643334,77.16359022,Tree,507,28.458288,35.87463054,4.272137741,86
23-09-2023 04:00,12.08667646,77.50856128,Tree,281,37.24966178,88.73211256,5.936811631,61
14-09-2023 00:00,12.71175545,77.43387971,Grass,428,39.01734472,81.43333622,6.781169167,226
12-09-2023 20:00,12.80647914,77.46747813,Weed,716,26.62884022,59.07019541,0.533331488,67
30-04-2023 13:00,12.59386279,77.68650908,Tree,232,27.48880412,31.34917899,4.824639197,121
13-06-2023 06:00,12.0748672,77.82247998,Grass,540,38.14118208,70.86414699,3.851242002,206
19-06-2023 16:00,12.82864532,77.07412942,Tree,291,35.62298876,89.28629078,7.951825752,131
14-08-2023 21:00,12.15701331,77.6926087,Weed,504,35.84717925,64.92014125,0.451079281,155
20-12-2023 07:00,12.48632417,77.25601262,Grass,608,26.99498164,32.98757425,1.539728921,194
30-05-2023 04:00,12.14467487,77.36445516,Weed,458,38.78004793,87.1120174,0.166999541,276
23-10-2023 21:00,12.06929786,77.75101878,Grass,472,22.39757159,87.32078188,4.422331776,233
21-12-2023 02:00,12.19689231,77.87451284,Weed,172,26.7939432,51.2192557,3.789184951,102
29-04-2023 01:00,12.53252624,77.3447695,Tree,803,25.13755782,36.8477784,1.100949129,181
25-08-2023 04:00,12.90897421,77.2977194,Weed,183,32.61805407,58.27173479,0.711112598,121
08-08-2023 15:00,12.0000214,77.50660264,Weed,114,23.33297254,46.86313563,3.880229421,226
09-04-2023 14:00,12.89722207,77.8662283,Tree,595,24.54963739,32.97370539,4.647214978,61
11-03-2023 14:00,12.71680116,77.02509434,Grass,195,24.25516483,32.42199281,8.817421599,296
12-02-2023 05:00,12.3087782,77.44299984,Tree,936,37.86823397,40.25285688,1.319918877,152
30-01-2023 09:00,12.27149462,77.26433722,Weed,616,21.77338918,44.60037578,6.053780471,157
02-05-2023 04:00,12.70387601,77.89458812,Tree,80,22.39820957,51.36094974,1.933530708,275
10-03-2023 05:00,12.87335315,77.91630603,Weed,687,39.68984868,76.11416967,5.582708054,170
29-03-2023 16:00,12.46218961,77.66661579,Grass,632,37.58931094,47.59234376,4.882651111,226
12-07-2023 02:00,12.370547,77.31247994,Tree,714,28.15581065,56.34812852,3.762223185,294
01-01-2023 16:00,12.86969874,77.39730054,Weed,457,36.88022045,56.17171362,6.430873495,86
17-12-2023 12:00,12.75199361,77.74259505,Tree,179,34.12905143,73.80482317,6.913869474,68
28-09-2023 19:00,12.88432675,77.83802667,Tree,236,31.68020204,85.66328009,9.911255207,279
07-12-2023 01:00,12.08747656,77.20338482,Grass,465,30.00294363,72.19191038,2.064710486,234
28-12-2023 11:00,12.00889895,77.04364976,Tree,322,23.70116815,67.63386385,9.117306876,195
08-03-2023 09:00,12.41114071,77.68358031,Tree,357,30.55454523,74.27149588,7.924621905,106
28-10-2023 16:00,12.16377647,77.80072668,Weed,827,31.63695481,31.31948124,9.063069398,282
18-05-2023 18:00,12.82241335,77.44803242,Tree,879,36.78653005,51.61641432,3.396805267,277
19-04-2023 09:00,12.8441059,77.02361609,Tree,222,22.27025191,74.73156045,4.639342064,237
01-11-2023 17:00,12.07515366,77.71209617,Weed,22,28.35304203,74.76827435,9.394731841,291
31-07-2023 17:00,12.50397774,77.08784852,Weed,429,21.91638497,48.68569403,6.092773052,263
01-10-2023 14:00,12.85409741,77.55475586,Tree,121,28.0103374,53.08048842,0.593708424,265
24-07-2023 18:00,12.06703491,77.28440693,Grass,984,21.50307363,68.92406895,8.016134666,275
25-05-2023 15:00,12.69338604,77.01562532,Weed,253,21.68828412,47.71363972,5.87079638,202
03-03-2023 14:00,12.23001023,77.52470393,Weed,28,39.43969268,32.65069016,6.445201964,170
18-11-2023 15:00,12.03116816,77.57938479,Weed,399,39.60152021,79.99759656,3.50029007,286
07-12-2023 05:00,12.51042122,77.79478875,Tree,247,22.4630229,39.48845157,5.926253779,111
16-08-2023 09:00,12.14642828,77.96627508,Tree,194,39.84833963,38.88239872,8.993475705,50
13-03-2023 00:00,12.71354431,77.63787448,Weed,722,32.27168285,78.48232327,3.559649348,191
17-03-2023 12:00,12.4983289,77.35805444,Grass,178,22.79741964,77.26782651,2.040390019,86
25-01-2023 05:00,12.64254309,77.54520948,Tree,76,22.31968174,44.67656855,7.614026346,279
04-01-2023 19:00,12.55561613,77.39423719,Weed,465,21.88105451,68.26518252,7.584670554,276
27-02-2023 13:00,12.23110861,77.68746613,Weed,428,23.40018984,64.63529592,8.706871562,137
20-04-2023 19:00,12.94663713,77.07041741,Weed,47,28.06248819,87.09621247,6.842858816,210
02-02-2023 06:00,12.33527086,77.44559029,Tree,685,34.03366686,35.5583598,6.960121199,195
20-01-2023 12:00,12.30818519,77.63079716,Grass,875,24.99412831,51.46930114,2.859890625,53
28-04-2023 09:00,12.36943932,77.02483391,Tree,595,33.65494731,71.5842049,0.903623989,299
12-09-2023 11:00,12.98686269,77.34989129,Weed,923,25.23018927,70.63496202,3.152687309,206
10-02-2023 22:00,12.33285456,77.77544868,Tree,822,32.39795615,50.93510491,7.637270556,155
25-04-2023 00:00,12.67798583,77.5882388,Grass,454,35.74660357,88.11531038,6.818386576,183
27-07-2023 06:00,12.68712134,77.09943417,Grass,467,21.30364749,45.86672692,6.911142074,254
08-12-2023 03:00,12.6101633,77.88658053,Tree,88,22.3880039,68.22368137,3.961939295,164
23-05-2023 09:00,12.73544795,77.52317754,Tree,579,22.98072419,50.43208844,9.448112394,116
16-10-2023 04:00,12.08869787,77.28830009,Tree,47,28.66422192,39.24949137,4.596590766,57
23-03-2023 03:00,12.71393598,77.55360806,Tree,810,35.31053255,40.27191157,4.027561923,165
08-12-2023 21:00,12.78807782,77.04825284,Tree,491,34.70064858,50.60989059,0.3049043,142
26-03-2023 16:00,12.58989955,77.23374527,Tree,788,26.2702409,51.39372223,6.61365323,229
03-10-2023 01:00,12.35830861,77.54336353,Grass,185,21.23212883,75.70094484,9.7479622,258
15-09-2023 04:00,12.54274028,77.347142,Grass,842,29.28346039,32.66460644,0.64881602,272
18-09-2023 11:00,12.82349558,77.7207168,Tree,998,28.00522455,63.0247008,5.899531198,256
12-06-2023 20:00,12.891407,77.72962973,Weed,147,31.32445567,82.52050687,5.097849689,132
04-02-2023 02:00,12.41494947,77.68040482,Grass,541,22.83105278,84.43676973,1.552527107,147
06-02-2023 01:00,12.3988932,77.18015542,Weed,65,37.77499123,38.29714197,4.843481154,156
24-02-2023 04:00,12.03720253,77.33972737,Tree,533,35.70484925,53.89707341,0.904997017,235
08-09-2023 08:00,12.8531764,77.26161541,Weed,514,20.75545772,68.56617584,2.283285881,58
13-09-2023 07:00,12.45667882,77.70135625,Grass,911,31.75435918,73.8193541,4.071018989,177
05-04-2023 07:00,12.11033249,77.32523939,Grass,872,29.70891146,89.81635301,3.006658975,271
13-02-2023 05:00,12.44745373,77.31976228,Tree,514,36.21556407,61.4563997,1.25311348,193
14-07-2023 18:00,12.2976159,77.6590688,Tree,723,27.46255552,79.88325074,9.068306447,254
04-09-2023 21:00,12.70464813,77.30725301,Tree,681,29.70349783,78.31919537,0.809865137,171
27-05-2023 06:00,12.51476007,77.31501428,Weed,747,31.80208283,77.19655171,9.72242102,143
12-11-2023 07:00,12.443224,77.33679161,Tree,425,22.96983184,34.23423623,8.892412677,78
28-06-2023 04:00,12.33390065,77.69492107,Tree,771,36.83185933,35.92007181,7.880656245,258
16-02-2023 23:00,12.36376081,77.88748572,Tree,899,20.35126626,89.53533685,7.152015034,119
29-12-2023 20:00,12.14424561,77.76738968,Grass,540,28.30199401,71.84332728,4.646939004,227
30-07-2023 16:00,12.38669384,77.95561418,Weed,697,28.94367526,85.3207921,7.779839564,130
14-11-2023 11:00,12.01448541,77.21651852,Weed,395,27.27017392,34.5280808,1.846435405,176
13-05-2023 23:00,12.35482288,77.8717718,Tree,845,37.83826411,49.31729484,9.397010091,67
23-05-2023 07:00,12.35607534,77.66961585,Tree,667,23.74348943,55.4603912,3.056422758,274
07-10-2023 10:00,12.33912981,77.87252745,Grass,133,27.81042208,42.82967426,4.275628707,242
21-05-2023 00:00,12.61406021,77.14650371,Weed,397,30.35752211,63.14947844,4.464904324,242
11-05-2023 04:00,12.6416448,77.55073203,Tree,277,30.78847024,31.50999108,9.447338547,82
28-02-2023 11:00,12.96186408,77.1208506,Weed,177,36.88895286,59.0429797,2.722193429,226
27-06-2023 20:00,12.28653671,77.277559,Grass,137,26.47504374,49.64495615,0.809513087,94
20-10-2023 23:00,12.12124362,77.24158109,Grass,662,33.91727969,47.49914674,0.322226523,77
22-11-2023 17:00,12.58593923,77.5394765,Grass,300,38.02887293,39.65657655,6.208564798,59
14-01-2023 07:00,12.99777334,77.83053665,Weed,445,29.70115448,60.36054457,1.599672854,67
14-10-2023 17:00,12.12493084,77.16892775,Grass,752,34.75798403,66.28998777,8.099130545,121
19-02-2023 23:00,12.60202228,77.75194648,Grass,988,35.77295388,58.59742546,0.851176933,275
12-01-2023 05:00,12.09149787,77.72292406,Grass,822,39.844816,62.14925663,8.25716936,199
13-12-2023 23:00,12.76348979,77.77461461,Weed,834,34.24116419,37.64817941,1.476677057,227
06-01-2023 13:00,12.03962479,77.08920202,Weed,571,35.97159012,49.86360878,6.819520693,205
30-01-2023 21:00,12.46645086,77.19171647,Tree,204,38.91206574,83.23585962,1.70581696,161
27-08-2023 17:00,12.45244037,77.25384002,Grass,922,24.01413774,87.90431667,1.096029577,176
12-08-2023 05:00,12.67921584,77.95099382,Tree,190,38.32476913,60.59234579,9.501473687,187
20-02-2023 15:00,12.41981472,77.25548353,Grass,308,26.50286759,56.67091375,4.553426717,97
06-08-2023 00:00,12.95574342,77.57858946,Weed,550,36.24573225,75.50324155,8.423848745,183
17-02-2023 19:00,12.27521374,77.70334853,Weed,761,20.02116427,68.5343974,1.296625935,239
03-06-2023 05:00,12.20916343,77.91392183,Tree,516,34.5175711,77.33871686,1.594187152,256
06-04-2023 22:00,12.1169228,77.8343596,Tree,204,39.75074436,68.74830944,0.342913194,286
17-09-2023 13:00,12.00339019,77.45065338,Grass,216,22.39287538,83.25767342,0.74067566,233
14-08-2023 12:00,12.6996018,77.20484342,Tree,497,24.28714607,53.26869884,9.455076965,65
25-12-2023 06:00,12.65058391,77.32007893,Tree,51,30.30568656,30.73058626,2.71917253,193
08-07-2023 15:00,12.19932806,77.76990111,Grass,79,21.11672256,59.63794758,9.447729596,158
07-04-2023 11:00,12.43805333,77.04249948,Tree,829,24.10027575,44.55479237,9.331269127,290
16-12-2023 20:00,12.48278964,77.31071331,Weed,773,32.44034187,63.2018202,0.151759244,174
17-12-2023 16:00,12.42233981,77.50485985,Weed,227,31.73593165,50.83111819,2.348185916,118
04-05-2023 22:00,12.55299075,77.14640205,Grass,678,20.87028945,35.63275471,2.81195079,143
02-04-2023 23:00,12.6269858,77.2014176,Tree,83,21.64045176,44.75309832,8.91093612,150
27-03-2023 20:00,12.89346273,77.29485134,Tree,750,27.36708133,50.59666884,0.765976475,56
07-07-2023 00:00,12.65578824,77.59498437,Weed,726,33.04569424,55.14478817,3.101720423,169
03-07-2023 10:00,12.52822356,77.30489509,Tree,722,20.63500272,63.08961989,5.226030898,57
15-12-2023 22:00,12.53635717,77.61056855,Grass,161,32.23489448,33.99913497,7.269949521,113
11-11-2023 12:00,12.24603404,77.13979024,Weed,396,30.45832198,45.47961663,8.344013587,52
30-11-2023 14:00,12.42764891,77.99554706,Tree,794,37.74286221,53.11518714,9.435686559,152
31-01-2023 13:00,12.17613672,77.52273842,Weed,769,26.87457608,82.66395706,4.230479788,193
28-07-2023 14:00,12.54094562,77.15001573,Tree,703,34.4146243,49.38970273,8.808644688,268
16-09-2023 12:00,12.54931638,77.94867648,Weed,547,32.24467841,60.76788059,6.002601288,122
15-08-2023 13:00,12.20549967,77.32022378,Tree,77,36.69591643,48.20329293,6.162890011,247
28-12-2023 11:00,12.82924287,77.95684267,Weed,464,24.46218083,86.04646676,9.35442895,187
22-02-2023 23:00,12.81457805,77.38460523,Grass,792,31.87069204,34.21350293,1.953009824,167
06-11-2023 23:00,12.62925851,77.81291761,Tree,358,36.91309529,85.09026397,9.774239932,77
25-09-2023 23:00,12.79386004,77.43479274,Tree,845,21.58783714,45.65302083,0.941504078,109
21-11-2023 00:00,12.8109702,77.71226604,Tree,523,21.62238892,87.61013458,7.249538018,167
15-12-2023 21:00,12.75991016,77.73979919,Weed,134,29.20293847,50.02000985,0.382972167,224
26-11-2023 18:00,12.40073799,77.00756917,Weed,367,20.42336908,35.11690196,7.527956739,117
25-04-2023 13:00,12.55461193,77.23945128,Weed,214,22.53843187,65.9848525,6.755967457,68
19-12-2023 13:00,12.77424651,77.91072563,Grass,753,39.53226073,61.4962138,2.934408005,73
16-10-2023 05:00,12.03281355,77.51909658,Tree,366,29.67057746,73.11644132,6.897514102,131
02-08-2023 11:00,12.88917067,77.94388049,Grass,213,39.24582305,57.87613956,6.72359676,86
18-03-2023 17:00,12.08236555,77.04163619,Weed,726,29.71237859,78.27451142,7.625852351,185
08-02-2023 05:00,12.43992764,77.69652357,Tree,38,35.69606765,84.80061558,0.625225307,233
24-05-2023 02:00,12.62162471,77.04795712,Grass,315,36.61123804,62.15940715,5.179510473,120
15-12-2023 11:00,12.71554527,77.23042198,Tree,961,25.05709616,71.19420555,9.666532749,222
22-02-2023 04:00,12.57718317,77.44553099,Grass,783,30.77896117,73.26302956,3.767899615,251
06-02-2023 21:00,12.47976377,77.12971055,Grass,530,36.52691669,67.60350915,7.196532048,286
08-10-2023 23:00,12.71926699,77.37755704,Tree,522,31.28046808,53.67172367,1.769532122,127
11-09-2023 07:00,12.98466562,77.61336434,Grass,641,21.49506123,75.51334624,6.543878897,97
29-09-2023 13:00,12.28261901,77.49789285,Grass,454,37.12457185,65.31103842,0.117496987,196
08-02-2023 09:00,12.50102942,77.45567849,Grass,728,36.12021635,31.19005494,4.892515465,109
22-07-2023 18:00,12.78506561,77.06385511,Grass,720,24.1691103,35.81059928,0.718557733,277
16-04-2023 07:00,12.45062792,77.7795578,Grass,319,31.00685648,31.28516272,6.090136201,238
22-10-2023 02:00,12.56401852,77.1086002,Weed,311,32.52948918,60.48102764,6.652075003,128
19-08-2023 10:00,12.37524659,77.79768279,Tree,855,29.73288013,48.49066941,0.283729525,117
20-08-2023 23:00,12.21302565,77.79237155,Weed,971,32.72003301,58.97957554,3.469617452,85
19-06-2023 04:00,12.86320472,77.57778088,Tree,860,21.3297327,34.10280099,1.051077768,51
28-08-2023 06:00,12.60442722,77.03527942,Weed,984,34.66966766,82.11479685,8.025293302,162
05-12-2023 20:00,12.15460421,77.6673553,Weed,568,32.96476214,34.82992581,4.050811473,225
28-02-2023 02:00,12.65152342,77.1523472,Weed,88,34.35821474,69.2470047,5.561361936,132
16-12-2023 07:00,12.06083499,77.26059904,Grass,398,25.91116055,62.23702134,9.404073684,160
29-04-2023 12:00,12.46261957,77.3825486,Tree,428,21.58424012,60.05321697,7.08027427,198
20-07-2023 01:00,12.75559007,77.35260666,Tree,564,22.01616067,85.05854012,9.670346413,217
08-12-2023 07:00,12.09000291,77.16999923,Tree,847,35.63496488,47.58029372,1.660736004,53
31-05-2023 00:00,12.61327479,77.67422923,Weed,715,33.25548055,88.76962355,9.085871716,232
17-08-2023 05:00,12.22241249,77.39645287,Weed,854,34.54938255,42.93804551,6.016743576,216
21-07-2023 02:00,12.92008322,77.456625,Tree,360,35.27372587,65.46326842,0.485593553,238
22-11-2023 22:00,12.93148231,77.54425705,Tree,941,26.18523543,44.02731238,3.54401996,146
01-05-2023 16:00,12.17720676,77.2135829,Weed,123,35.1989368,81.23864718,7.427799027,246
15-11-2023 20:00,12.72467157,77.693595,Grass,758,21.22648861,74.56808812,4.779074327,165
29-04-2023 09:00,12.68903913,77.23934827,Grass,451,32.41269912,76.66010645,0.025236753,240
18-12-2023 00:00,12.85283474,77.08076146,Grass,636,38.58678211,62.08984452,0.086722963,223
27-09-2023 12:00,12.1548572,77.48406079,Weed,913,30.59488471,44.08113735,3.26761056,136
14-08-2023 15:00,12.10947775,77.67983669,Grass,806,38.90332957,63.98775725,5.989379251,234
29-09-2023 06:00,12.38933892,77.49006868,Grass,819,35.09991647,83.5036207,6.697735977,226
29-09-2023 02:00,12.04119754,77.81627498,Tree,415,23.86762351,35.88351131,2.61079511,198
31-05-2023 14:00,12.03001138,77.43542283,Tree,531,21.09245902,82.28729165,7.256941628,66
25-07-2023 02:00,12.9921309,77.0893597,Tree,108,28.26929685,33.0833866,8.343592485,169
13-09-2023 02:00,12.25236025,77.59699706,Weed,279,31.534956,71.86308323,7.00527864,158
06-11-2023 06:00,12.78277599,77.70486337,Grass,378,22.37184568,30.54306554,8.460731755,165
22-11-2023 09:00,12.45247911,77.76905219,Weed,599,24.40083683,36.57355401,1.997411958,137
31-01-2023 03:00,12.33330487,77.75107936,Weed,394,25.55290435,42.80038237,1.233975045,264
31-10-2023 02:00,12.59745744,77.54665908,Grass,13,28.19149378,79.38185032,8.683159977,73
11-07-2023 10:00,12.52590465,77.29677975,Grass,217,24.77111205,30.62758838,0.988066243,160
04-08-2023 06:00,12.27822181,77.01900882,Grass,909,25.32585292,60.28891578,6.381793616,244
21-11-2023 12:00,12.49751763,77.28481054,Grass,848,21.4854571,86.42651549,8.511602845,71
10-12-2023 06:00,12.04056943,77.04580731,Tree,337,26.41270462,69.51829743,3.43703029,265
11-03-2023 05:00,12.59976329,77.25096308,Grass,441,38.14757212,64.70199382,0.842218291,179
16-12-2023 11:00,12.37895322,77.52935794,Grass,373,26.46105042,40.52330812,8.319113572,69
29-11-2023 02:00,12.86959523,77.1902808,Grass,102,26.04814443,35.8909948,2.210192052,200
07-06-2023 21:00,12.72743235,77.77297987,Tree,659,37.81198154,81.50882943,1.487662289,153
18-07-2023 14:00,12.01650946,77.17097806,Tree,380,34.8572936,51.61821851,4.93939561,266
16-02-2023 21:00,12.38329591,77.95538907,Tree,800,32.39854993,64.96069215,5.018392013,216
